"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Club.on.1.Dec.2018","sheets.players.League","sheets.players.Age.on.1.Dec.2018","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Words","sheets.players.Desked.by","sheets.players.Subbed","sheets.players.Revised","sheets.header_image"
"59","56","-3","Lydia Williams","Goalkeeper","Melbourne City","W-League","30","Australia","Australian, W-League, Goalkeepers","","","https://media.guim.co.uk/92abd078920db8c131e3053fc36fcd304593165a/1486_226_2408_2408","cropRatio=2408,2408&size=140,500,1000,2000,2408","https://media.guim.co.uk/5d3f8ecb6ad2610c6bd7470484c4c1527162d8e7/0_212_2953_1772","cropRatio=2953,1772&size=140,500,1000,2000,2953","","Williams' name commonly crops up in discussions about the world's top goalkeepers nowadays. She kicked off her year by once again helping Melbourne City win the W-League, keeping a clean sheet in the final. After returning to the NWSL with Seattle Reign, her 10 clean sheets played a big part in helping them reach the end of season play-offs, but they fell short against Portland Thorns in the semi-final. She has also remained the regular No 1 for Australia, keeping another seven clean sheets for her country this year.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"60","102","New entry","Abby Erceg","Defender","North Carolina Courage","NWSL","29","New Zealand","Other nationalities, NWSL, Defenders","","","https://media.guim.co.uk/406269122997a629c113de5b43aa4d91333d29f6/1027_162_570_570","cropRatio=570,570&size=140,500,570","https://media.guim.co.uk/a08c2450866671c0592f018014cfccc96372bb79/0_57_4320_2591","cropRatio=4320,2591&size=140,500,1000,2000,4320","","The driving force behind North Carolina Courage’s success this year, club captain Erceg was a leader and commanding presence at the back. She played every minute of the NWSL campaign and was rightly voted the league’s defender of the season, even chipping in with a couple of goals along the way. The sense is that, at 29, the New Zealander still has plenty more to give.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"61","28","-33","Sam Mewis","Midfielder","North Carolina Courage","NWSL","26","USA","American, NWSL, Midfielders","","","https://media.guim.co.uk/d3eeb74f2cce1788d703704e05ce87e2ef79fcbb/1212_71_814_814","cropRatio=814,814&size=140,500,814","https://media.guim.co.uk/21c31c9ab42e36aec6503093c22900b66f334a27/0_86_2787_1672","cropRatio=2787,1672&size=140,500,1000,2000,2787","","Injury meant Mewis missed some of USA’s early games in 2018 but, upon returning, she played a big role in North Carolina Courage's NWSL triumph. She scored in consecutive away games at Portland, Orlando and Sky Blue before contributing a decisive goal against Chicago in the play-off semi-finals. Her first national team appearance of the year did not materialise until June but she has been a regular squad member ever since and was on target in a World Cup qualifier against Panama.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"62","","New entry","Mana Iwabuchi","Forward","INAC Kobe","L. League","25","Japan","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/7358c20e3221571a688f08b20cdfc5517be83669/569_150_827_826","cropRatio=827,826&size=140,500,827","https://media.guim.co.uk/3fc107189000b5fe74955a1566e4f6607863fa03/681_85_3647_2188","cropRatio=3647,2188&size=140,500,1000,2000,3647","","Playing her domestic football back in Japan after leaving Europe behind, Iwabuchi’s main accomplishments this year have been with the national team. She found the net nine times for her country, scoring twice in the Algarve Cup before helping them win the Asian Cup with a goal in the semi-final against China. Iwabuchi was voted MVP for that tournament; two goals at the Asia Games followed and she ended her year with two more as Japan pulled apart a good Norway side 4-1. There is no doubt she is a player to watch in France next summer.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"63","86","23","Irene Paredes","Defender","PSG","Division 1 Féminine","27","Spain","Other nationalities, Division 1 Feminine, Defenders","","","https://media.guim.co.uk/af70e604869db8bcd64882f634f68cce2dc765fb/446_120_649_649","cropRatio=649,649&size=140,500,649","https://media.guim.co.uk/5cf3414a6486153f8d74980fa3d0b96e067339c7/0_99_4500_2700","cropRatio=4500,2700&size=140,500,1000,2000,4500","","Commonly thought of as one of the best defenders in Europe now, the PSG and Spain centre-back had another solid year. She has continued to be a regular presence for the French giants, helping them to a domestic cup triumph, and she was part of a watertight national team defence that kept six clean sheets in a row. It all adds up to a successful 2018 for Paredes, whose improvement continues.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"64","","New entry","Marie-Antoinette Katoto","Forward","PSG","Division 1 Féminine","20","France","French, Division 1 Feminine, Forwards","","","https://media.guim.co.uk/5c6f625a99149fb48fcd4b58acd4b1ce409b5622/1364_185_912_912","cropRatio=912,912&size=140,500,912","https://media.guim.co.uk/0b0aadcee01832d4f0291be8f2bd45c32b080be3/0_70_2814_1688","cropRatio=2814,1688&size=140,500,1000,2000,2814","","By the end of November Katoto had scored 13 league goals in the calendar year and one can only wonder how far the 20-year-old superstar will go. Her biggest moment came when she scored the only goal in the French Cup final against Lyon in May. A disappointing Under-20 World Cup with France was a low point but her club form earned a senior debut and she has put herself in the frame to play at her home World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"65","58","-7","Adrianna Franch","Goalkeeper","Portland Thorns","NWSL","28","USA","American, NWSL, Goalkeepers","","","https://media.guim.co.uk/d150bfcd44d258fe70ab59668b550e014ad6adf6/2034_243_688_688","cropRatio=688,688&size=140,500,688","https://media.guim.co.uk/1ca0719fcd5c9eea8ec825cda1db2dfb5a377624/0_61_4252_2551","cropRatio=4252,2551&size=140,500,1000,2000,4252","","Franch split goalkeeping duties with Britt Eckerstrom for parts of Portland Thorns’ season but, once fully fit, asserted herself as one of the best in the NWSL. The Thorns missed out on their second consecutive title but she was voted NWSL goalkeeper of the year and justified that with some stunning saves at key moments. Despite several call-ups to the USA squad she is yet to make her debut, but if her form continues in this vein she has every chance of changing that in 2019.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"66","103","New entry","Ellen White","Forward","Birmingham City","WSL","29","England","English, WSL, Forwards","","","https://media.guim.co.uk/2d03b28a1359574015d86ac48c39556c7f9a6ac7/1951_195_1560_1560","cropRatio=1560,1560&size=140,500,1000,1560","https://media.guim.co.uk/8cc2f2deccac081f11fdc467922bc9f85538bf3a/0_26_4313_2589","cropRatio=4313,2589&size=140,500,1000,2000,4313","","White’s superb year was only marred by the injury that ruled her out of its latter stages. Before that, the Birmingham and England striker only failed to score in five of the 13 league games she played. She scored two against Manchester City and a hat-trick against her former club Arsenal, leading the Blues' short-lived charge towards the top end of the WSL in 2017-18. Her year for the national team started brightly with <a href=""https://www.theguardian.com/football/2018/mar/04/germany-england-shebelieves-cup-match-report"">two goals against Germany</a> at the SheBelieves Cup before injury ruled her out of the last few training camps.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"67","99","32","McCall Zerboni","Midfielder","North Carolina Courage","NWSL","31","USA","American, NWSL, Midfielders","","","https://media.guim.co.uk/f79864e59ccac22cfe92837a8ae735aa03587736/1750_154_515_515","cropRatio=515,515&size=140,500,515","https://media.guim.co.uk/e21abab62f5fda45e0e458f78de995c35ca2931c/0_173_9600_5760","cropRatio=9600,5760&size=140,500,1000,2000,9600","","An otherwise successful year for Zerboni was sadly curtailed by injury. She played a pivotal role for North Carolina Courage during their march towards the NWSL title but then fractured her elbow in USA's friendly against Chile and did not play again beyond September. The midfielder enhanced her reputation in 2018, popping up with three domestic goals, but she has always been more highly valued for her all-round qualities. After making her international debut at the end of 2017, she made another seven appearances at that level this year.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"68","172","New entry","Patri Guijarro","Midfielder","Barcelona","La Liga Iberdrola","20","Spain","Other nationalities, Other leagues, Midfielders","","","https://media.guim.co.uk/0d804cff5b2b5291e46d96eb553e262fd0c8e2a7/909_188_1249_1249","cropRatio=1249,1249&size=140,500,1000,1249","https://media.guim.co.uk/c17131011bae5fe4cedebb300714c2373e93f1cb/0_170_4282_2569","cropRatio=4282,2569&size=140,500,1000,2000,4282","","One of the most talented midfielders in Europe, Guijarro performed strongly at club level this year and shone in the Under-20 World Cup – earning her a place in the top 100 for the first time. The 20-year-old started 2018 with three goals in as many league games for Barcelona and, while there would be no league title, she did help her side win the Spanish Cup. But it was during the summer that Guijarro announced herself to the rest of the world. A hat-trick in Spain’s opening match against Paraguay, followed by three further goals in three games, saw her walk away with the golden boot.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"69","48","-21","Jill Scott","Midfielder","Manchester City","WSL","31","England","English, WSL, Midfielders","","","https://media.guim.co.uk/56d85730f3b5bee119cf479f4735ef8c7ff5b3d2/1100_192_1128_1128","cropRatio=1128,1128&size=140,500,1000,1128","https://media.guim.co.uk/cbac3fe43e3366c57398a975d5f64bbfc18b400f/0_261_4440_2664","cropRatio=4440,2664&size=140,500,1000,2000,4440","","Everyone knows what to expect from Scott by now. The box-to-box midfielder, now 31, opened her year with a brace away at Reading and bookended that with two goals on the final day against her former club Everton to seal Manchester City’s Champions League spot. Scott has featured in every league game of the 2018-19 season so far, with City <a href=""https://www.theguardian.com/football/2018/dec/02/manchester-city-arsenal-womens-super-league-match-report"">pushing hard to catch Arsenal</a>. Scott scored against France in Phil Neville’s first game as England head coach, found the net twice in a qualifier against Russia and was on target in the pivotal match against Wales that sealed England’s spot at the 2019 World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"70","49","-21","Formiga","Midfielder","PSG","Division 1 Féminine","40","Brazil","Other nationalities, Division 1 Feminine, Midfielders","","","https://media.guim.co.uk/e1949983a0b9534233694446c2486ba7cce16fd4/762_165_540_540","cropRatio=540,540&size=140,500,540","https://media.guim.co.uk/8cb7236b760d7e5c1741c8b13a21e4835749bd6c/0_90_6400_3841","cropRatio=6400,3841&size=140,500,1000,2000,6400","","Formiga's place in the ranking has dropped a little bit but the fact that, at 40, she is still performing at such a high level says everything about her enduring quality. The composed midfielder was not always a regular for PSG during 2018 but she started the French Cup final, helping her side overcome Lyon, and was prominent in Brazil's Copa América Femenina triumph. After scoring in the group stage against Ecuador she found the net in the final against Colombia, proving she can still do it at the very top.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"71","29","-42","Tabitha Chawinga","Forward","Jiangsu Suning","CWSL","22","Malawi","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/7657f8cb7eb36d66d38e9d6d6f98e65c8afec4c5/1031_225_1358_1358","cropRatio=1358,1358&size=140,500,1000,1358","https://media.guim.co.uk/98fe19304e02855cecceadd4e4d42be85846ed03/0_136_4415_2649","cropRatio=4415,2649&size=140,500,1000,2000,4415","","A post-season move from Sweden to China saw Chawinga fall off the map slightly in 2018 but her form has been good enough to keep her in the top 100. She comfortably leads the scoring charts at Jiangsu Suning and there are few players in world football who have such a keen eye for goal. If her progress continues, it will surely not be long before one of the top European or American teams gives the Malawian her chance.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"72","164","New entry","Lea Schüller","Forward","Essen","Frauen Bundesliga","21","Germany","German, Frauen Bundesliga, Fowards","","","https://media.guim.co.uk/78b0b01ba0343fc00a190b7dfeea88312c2d6b9f/794_290_612_612","cropRatio=612,612&size=140,500,612","https://media.guim.co.uk/8d0080aa466d7a567c310386008c5f1c0974f63a/0_131_3847_2308","cropRatio=3847,2308&size=140,500,1000,2000,3847","","It’s scary to ponder just how high Schüller’s ceiling might be after another year of rich promise with Essen and Germany. A dozen league goals in 2018 before the end of November, including a hat-trick against Werder Bremen, demonstrate her rapid progress and she has also started to make waves on the international stage. After making her debut in 2017, Schüller featured in all three matches at the SheBelieves Cup – but her highlight came in a World Cup qualifier against Czech Republic, when she scored all four goals in a 4-0 win.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"73","133","New entry","Alyssa Naeher","Goalkeeper","Chicago Red Stars","NWSL","30","USA","American, NWSL, Goalkeepers","","","https://media.guim.co.uk/b38034867e6dfef7d747b944c8dc1f73d57329e6/415_193_962_962","cropRatio=962,962&size=140,500,962","https://media.guim.co.uk/643bd5b7b9a6512ebf426cb194c0f7d994c5a132/0_70_3800_2280","cropRatio=3800,2280&size=140,500,1000,2000,3800","","Naeher hammered home her claim to USA's No 1 shirt in 2018 and looks sure to keep goal during their World Cup defence next summer. She kept 10 clean sheets during her country's unbeaten year and helped Chicago Red Stars make the end of season NWSL play-offs. Seven clean sheets during the league season emphasised her value but there was little she could do as the Red Stars lost out to the eventual champions, North Carolina Courage.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"74","88","14","Griedge Mbock","Defender","Lyon","Division 1 Féminine","23","France","French, Division 1 Feminine, Defenders","","","https://media.guim.co.uk/8a50456f2d61798ecc3e601ab477fd93b470910a/1189_164_1146_1146","cropRatio=1146,1146&size=140,500,1000,1146","https://media.guim.co.uk/f9d5a03a011198aa7ae2d8f68c008ad229360e32/5_10_3227_1936","cropRatio=3227,1936&size=140,500,1000,2000,3227","","The 23-year-old may not yet be bracketed alongside some of her more illustrious Lyon teammates but her performances have earned a slight move up the rankings. Mbock has the ideal defensive tutor in the dominant Wendie Renard but she also knows how to find the net, scoring braces against Marseille and Ajax. She remains a key component of the France national team and also scored twice for for Les Bleues in their recent friendly against Cameroon.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"75","50","-25","Cláudia Neto","Midfielder","Wolfsburg","Frauen Bundesliga","30","Portugal","Other nationalities, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/f67b75e8aa9915b9543047aaf7d3aeeadd9680e2/103_299_1362_1361","cropRatio=1362,1361&size=140,500,1000,1362","https://media.guim.co.uk/1c07acc53bbb73553b7e09476c8223021a3b93d5/297_324_3101_1862","cropRatio=3101,1862&size=140,500,1000,2000,3101","","Neto falls down the rankings this year and it would have been easy for her to disappear completely given the level of competition at her new club, Wolfsburg. But she held down a fairly regular spot, proving her quality in the middle of the park, and played an important role in their domestic double even if she has not yet scored for the German giants. She was ineligible for the Champions League last season, which had a positive impact on her number of starts in the Bundesliga. The Portugal talisman helped her country during a strong showing at the Algarve Cup, but even she could not secure them a place at next summer’s World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"76","76","=","Elise Kellond-Knight","Midfielder","Melbourne City  ","W-League ","28","Australia","Australian, W-League, Midfielders","","","https://media.guim.co.uk/0ad348bb385395f319049acd6f6a3aad1e643463/770_117_1272_1272","cropRatio=1272,1272&size=140,500,1000,1272","https://media.guim.co.uk/6a5e6c6ffad4454557aa774853bf051a37234566/0_163_4133_2480","cropRatio=4133,2480&size=140,500,1000,2000,4133","","If anyone needed proof of Kellond-Knight's consistency, she holds exactly the same place in these rankings as she did a year ago. After leaving behind <a href=""https://www.theguardian.com/sport/blog/2015/dec/15/australians-abroad-elise-kellond-knight-the-matilda-making-her-way-in-germany"">the Bundesliga</a>, she began her year in Sweden with Hammarby and then returned to Australia for a crack at the W-League, where she scored two for Melbourne City against Perth Glory but ultimately ended up on the losing side. Shefeatured regularly for Australia and should continue to do so when the Matildas head to France as dark horses next year. Her wand of a left foot will surely play a big role in any Aussie success.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"77","105","New entry","Sanne Troelsgaard","Midfielder","Rosengård","Damallsvenskan","30","Denmark","Other nationalities, Other leagues, Midfielders","","","https://media.guim.co.uk/f9d71697dab42217281687dc48e62a56a923e33b/1698_64_1228_1228","cropRatio=1228,1228&size=140,500,1000,1228","https://media.guim.co.uk/73d95e9e291e16d5aa8ce811a1eb352845107e3a/0_168_3059_1836","cropRatio=3059,1836&size=140,500,1000,2000,3059","","Troelsgaard just missed out on last year's top 100 but her form for Rosengard and Denmark ensured she could not be ignored this time around. While her club endured final-day heartbreak in the league despite the 30-year-old's eight goals, she proved decisive in the cup. Her winner against Linköping landed Rosengard the trophy and she performed well for her national team too. Four goals at international level capped an impressive 2018 and it is a shame that her talent will not be on show at next year's World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"78","149","New entry","Guro Reiten","Midfielder","LSK","Toppserien","24","Norway","Other nationalities, Other leagues, Midfielders","","","https://media.guim.co.uk/944c80b25c947803eb394186f74da7493cc1fc53/1885_42_1916_1915","cropRatio=1916,1915&size=140,500,1000,1916","https://media.guim.co.uk/fb714aac943864e9df5371d807ecdb34bdb2265d/0_93_1665_999","cropRatio=1665,999&size=140,500,1000,1665","","Reiten rockets into the charts and it would be no surprise to see the 24-year-old's eye-catching rise continue. A dominant year for LSK in Norway brought an incredible 21 league goals, including a four-goal haul against Trondheim, and she staked an early claim for goal of the season with an effort from the halfway line. She also imposed herself on the Norwegian national team, scoring in a World Cup qualifier against Slovakia, and will be one of the young players to watch next year after they secured safe passage to France 2019.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"79","63","-16","Lara Dickenmann","Midfielder","Wolfsburg","Frauen Bundesliga","33","Switzerland","Other nationalities, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/420a19f4d96292a45778904373d0288e160564bb/915_88_603_603","cropRatio=603,603&size=140,500,603","https://media.guim.co.uk/2215dd7ee35a82e57a9fb4219e50952e731903ea/0_116_3560_2137","cropRatio=3560,2137&size=140,500,1000,2000,3560","","A solid year for Dickenmann was cruelly ended by injury but she demonstrated her enduring quality at all levels. Surprisingly she only found the net once in the league in 2018 but her all-round role was pivotal and she scored in the Champions League semi-final against Chelsea, also setting up two. Four goals in four games for Switzerland saw her play a more prominent role for her country and she deserved more than a play-off final defeat to the Netherlands.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"80","","Re-entry","Caroline Seger","Midfielder","Rosengård","Damallsvenskan","33","Sweden","Swedish, Other leagues, Midfielders","","","https://media.guim.co.uk/5827a9daa90614536aefc65862a948016f16f38b/1016_56_644_644","cropRatio=644,644&size=140,500,644","https://media.guim.co.uk/abeddfccab7801586b65d683a0f383e8247cde7d/0_226_6400_3840","cropRatio=6400,3840&size=140,500,1000,2000,6400","","Seger rolled back the years in 2018 and continued to show the gifts that have long since marked her out among Europe's top midfielders. She only scored three league goals during the year but her role in Rosengård’s title charge went much further than that. What could have been a crucial strike in the deciding final-day clash at Gothenburg was ultimately for nothing but it does not take away from another superb year for the 33-year-old. She also continued to be important for Sweden, and it seems the world will be able to enjoy a quality player on the biggest stage one last time next summer.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"81","","New entry","Selma Bacha","Defender","Lyon","Division 1 Féminine","18","France","French, Division 1 Feminine, Defenders","","","https://media.guim.co.uk/ede3e83768241da52c63556a3ac97657d23dc89a/1327_72_913_913","cropRatio=913,913&size=140,500,913","https://media.guim.co.uk/1f51d75be25fc7cae0bb3f19a7fb553c06babf66/0_138_10832_6502","cropRatio=10832,6502&size=140,500,1000,2000,10832","","At 18, Bacha's name should become far more familiar in years to come. She is the youngest player to break into this list after making a greater impact than any teenager could hope for at Europe's top level. The young Lyon left-back has regularly chipped in with assists for her teammates and even found the net in a recent Champions League tie against Ajax. Bacha played every one of France’s games at the Under-20 World Cup and it seems only a matter of time before she receives a senior call-up. Time will tell whether it arrives in time for next summer's showpiece tournament.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"82","","New entry","Valérie Gauvin","Forward","Montpellier","Division 1 Féminine","22","France","French, Division 1 Feminine, Forwards","","","https://media.guim.co.uk/0d481bffb12b1f33e632bdd1c8ce702d95635455/0_177_2302_2302","cropRatio=2302,2302&size=140,500,1000,2000,2302","https://media.guim.co.uk/8a072cf971c781dd7b1a4a47203821440d06940f/0_113_3500_2101","cropRatio=3500,2101&size=140,500,1000,2000,3500","","Gauvin has had a stop-start year but makes the top 100 for the first time. She did little wrong domestically for a Montpellier side that underperformed at times. Seven goals, including recent strikes against Lyon and Paris FC, show she knows how to produce in big games and she is becoming a more regular part of Corinne Diacre’s France side, too. She followed a goal against Germany with a hat-trick in a friendly against Nigeria.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"83","40","-43","Kadeisha Buchanan","Defender","Lyon","Division 1 Féminine","23","Canada","Other nationalities, Division 1 Feminine, Defenders","","","https://media.guim.co.uk/2d7250907521228156025886bc4b84b7baa4094a/424_230_1902_1901","cropRatio=1902,1901&size=140,500,1000,1902","https://media.guim.co.uk/ab8a63bb6ecad3648f7063ba1dd96bf54da210fd/0_104_4758_2854","cropRatio=4758,2854&size=140,500,1000,2000,4758","","Buchanan has found it difficult to gain regular game time at Lyon, although that should be no reflection of her quality. She had only featured three times in the French domestic season by late November but has been a more regular member of the team in cup matches. Despite those frustrations the defender has added two more titles to her CV this year and continued to be a key part of Canada’s defence as they secured a spot at the World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"84","","New entry","Fridolina Rolfö","Forward","Bayern Munich","Frauen Bundesliga","25","Sweden","Swedish, Frauen Bundesliga, Forwards","","","https://media.guim.co.uk/f7885ec34d59ed2259c6d22d17311b533e9c94e8/2860_458_968_968","cropRatio=968,968&size=140,500,968","https://media.guim.co.uk/9eee53753ebe3a850118c9062c3e191538ee30d0/0_85_3393_2035","cropRatio=3393,2035&size=140,500,1000,2000,3393","","Rolfö's peak years are approaching and, accordingly, her form augurs well for the future. Her league tally in 2018 stretches into double figures, with several more assists, and she has been one of Bayern Munich’s key performers. For Sweden, she began her year with a goal against Canada at the Algarve Cup and followed that with a double against Russia in the World Cup qualifiers. She has not been involved too much since but, with a little more consistency, the feeling is that Rolfö could achieve great things in 2019.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"85","","New entry","Alexia Putellas","Midfielder","Barcelona","La Liga Iberdrola","24","Spain","Other nationalities, Other leagues, Midfielders","","","https://media.guim.co.uk/4f1cfdf17f6edc8709d8cbdf52d8c63e036557f8/983_347_1168_1167","cropRatio=1168,1167&size=140,500,1000,1168","https://media.guim.co.uk/8d7c87b692cf139f8d4c8859075c46c69bdfb565/0_284_5472_3283","cropRatio=5472,3283&size=140,500,1000,2000,5472","","At 24, the classy Barcelona forward is just starting to come into her own. Ten league goals in 2018 is no bad tally for anyone who has to jostle for prominence in Barça's attack with Lieke Martens and Toni Duggan, but Putellas stole the show with a stunning quadruple against Rayo Vallecano. She recently scored for Spain against Israel and Poland, and might just be one to watch at the World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"86","61","-25","Asisat Oshoala","Forward","Dalian Quanjian","CWSL","24","Nigeria","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/5436355cc4117deeca611f7d0e761b9e9ac8f78a/559_152_763_762","cropRatio=763,762&size=140,500,763","https://media.guim.co.uk/9751f9a342ac1d8e9fd7429d286a91125d830334/0_135_4024_2416","cropRatio=4024,2416&size=140,500,1000,2000,4024","","Oshoala’s move to China raised eyebrows but <a href=""https://www.theguardian.com/football/blog/2018/jan/09/asisat-oshoala-nigeria-chinese-womens-super-league-liverpool-arsenal"">the goals have not stopped coming</a> for the former Liverpool and Arsenal striker. Her form was the key factor in Dalian's second successive Chinese Super League win, a hat-trick at Shanghai putting them in control of the title race. The Nigerian found the net 10 times overall as her club completed the domestic double. She spent November at the Africa Women Cup of Nations, where another treble in Nigeria’s final group game propelled them to the final four.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"87","32","-55","Sherida Spitse","Midfielder","Vålerenga","Toppserien","28","Netherlands","Dutch, Other leagues, Midfielders","","","https://media.guim.co.uk/12084cfc841aaa13ff51e39475dbe8b841684133/1096_95_1357_1357","cropRatio=1357,1357&size=140,500,1000,1357","https://media.guim.co.uk/2ca1802667b55a179adebc64f550880a45d03a11/0_172_4282_2569","cropRatio=4282,2569&size=140,500,1000,2000,4282","","After scoring what was effectively the clincher <a href=""https://www.theguardian.com/football/2017/aug/06/womens-euro-2017-holland-denmark-match-report"">in the Euro 2017 final</a>, Spitse was always going to be hard pressed to enjoy a comparable year this time. A move to Valerenga has served her well, though, and her quality from midfield was confirmed by the nine goals she scored in the Norwegian league. She also produced four more for the Netherlands in World Cup qualifying before scoring the opener in the vital play-off against Switzerland, once more leading her team to a major tournament.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"88","44","-44","Deyna Castellanos","Forward","Florida State Seminoles","NCAA","19","Venezuela","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/f654d2c597ff2c46871e0aace1a65cb59d2eb1c0/2174_252_961_961","cropRatio=961,961&size=140,500,961","https://media.guim.co.uk/8510b90775a2e75bde11a3839856c8190e1de5f8/0_137_3592_2155","cropRatio=3592,2155&size=140,500,1000,2000,3592","","The fact that Castellanos, <a href=""https://www.theguardian.com/football/2017/oct/23/fifa-player-of-the-year-womens-shortlist"">still a college player</a>, continues to find herself in the top 100 speaks eloquently of her talent and potential. The 19-year-old was in good form for Florida State during 2018 but, once again, her exploits at international level earned most of the plaudits. There is a genuine worry that we may never see Castellanos on the World Cup stage for a struggling Venezuela, but she still scored four goals against Bolivia at the Copa América Femenina and supplied another against Ecuador. She also provided a late winner against Jamaica at the CAC Women’s Games.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"89","45","-44","Nahomi Kawasumi","Forward","Seattle Reign","NWSL","33","Japan","Other nationalities, NWSL, Forwards","","","https://media.guim.co.uk/bfea939c40145896f9b1254a36888e477e55aacd/536_0_1253_1253","cropRatio=1253,1253&size=140,500,1000,1253","https://media.guim.co.uk/f4e9477c5ee48193dfc16f58cca4fd5031f390df/887_0_3195_1917","cropRatio=3195,1917&size=140,500,1000,2000,3195","","Kawasumi failed to find the net for club or country this year and her importance to Seattle has dwindled under Vlatko Andonovski. But she is still a quality performer, her three assists in limited starts showing glimpses of what ""Naho"" is still able to do. She remained a regular for Japan and played a big part for the Nadeshiko as they beat Australia to claim the Asia Cup. Additionally she was a regular at the Tournament of Nations, overall doing just enough to keep her in the top 100 this year.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"90","62","-28","Stina Blackstenius","Forward","Montpellier","Division 1 Féminine","22","Sweden","Swedish, Division 1 Feminine, Forwards","","","https://media.guim.co.uk/09797c841aaf1d5e8db5886e8aedfe4fd2c7a3e3/1074_188_1340_1339","cropRatio=1340,1339&size=140,500,1000,1340","https://media.guim.co.uk/875079d82ede8f5cd6b586e646eadec5c190ad25/0_89_5246_3147","cropRatio=5246,3147&size=140,500,1000,2000,5246","","The talented Blackstenius remains one of Europe’s top young strikers but appeared to be a victim of Montpellier’s indifferent form this year. She found the net only three times in the second half of last season and took a while to open her account this time around, but did so in style with a five-goal haul in the recent thrashing of Metz. Five goals for Sweden made for a solid 2018 overall but more can be expected from Blackstenius down the line.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"91","73","-18","Millie Bright","Defender","Chelsea","WSL","25","England","English, WSL, Defenders","","","https://media.guim.co.uk/52f488195517e5f2f893f2dd646e5ca72746553a/1314_175_877_877","cropRatio=877,877&size=140,500,877","https://media.guim.co.uk/f25df702fc7a5f907a3cd3b391bd1dd3ffdb58b5/0_119_4272_2563","cropRatio=4272,2563&size=140,500,1000,2000,4272","","The England centre-back is approaching a key part of her career but she <a href=""https://www.theguardian.com/football/2017/aug/01/england-womens-euro-2017-millie-bright"">continues to grow as a defender</a> year on year. She played a big role in Chelsea’s run to the domestic double, scoring a rare but important goal away at title rivals Manchester City in February. A couple of unfortunate moments at the SheBelieves Cup meant her year did not begin as planned, but she has continued to hold off stiff competition for a national team jersey and remained one of England’s starting centre-backs as the Lionesses qualified for the World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
