"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Club.on.1.Dec.2019","sheets.players.League","sheets.players.Age.on.1.Dec.2019","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Words","sheets.players.Desked.by","sheets.players.Subbed","sheets.players.Revised","sheets.header_image"
"59","52","-7","Cristiane","Forward","São Paulo","Campeonato Brasileiro","34","Brazil","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/071d245325cbb98a2436546153125fc25b3d2fff/697_305_1085_1085","cropRatio=1085,1085&size=140,500,1000,1085","https://media.guim.co.uk/159e7beb1968c958540ec5b75edba3685baaf041/108_330_4728_2837","cropRatio=4728,2837&size=140,500,1000,2000,4728","","At 34, Cristiane may have enjoyed a swansong in 2019. The creative forward ended a two-year spell in China to return home to Brazil and the move seemed to have the desired effect come the World Cup. With Brazil struggling for form heading into the tournament, Cristiane defied the critics to score a superb hat-trick in the opening win against Jamaica and put herself out front in the scoring charts early on in the tournament. While the next game would end in defeat, she also found the net against Australia and threatened to be the star of the tournament. But it ended in disappointment as she saw a header hit the crossbar in the defeat to France before going off injured in extra-time. This will hopefully not be he last time we see Cristiane grace the biggest stage.","","","","","","header-image-day-1_alligator.png"
"60","","New entry","Casey Short","Defender","Chicago Red Stars","NWSL","29","USA","American, NWSL, Defenders","","","https://media.guim.co.uk/eafc11d9f1ac2eb00d92a400c8dc791fbc58efe4/454_178_1593_1593","cropRatio=1593,1593&size=140,500,1000,1593","https://media.guim.co.uk/dcbd3b3da69631dfa200f73ffe665b6eed6d2874/529_67_3199_1920","cropRatio=3199,1920&size=140,500,1000,2000,3199","","Casey Short became the first player to be named in every single NWSL team of the month during the 2019 season, culminating in a much-deserved spot in the NWSL Best XI at the end of the season. Thanks to her lack of international action, Short was a constant presence in the Chicago Red Stars team that reached the NWSL final. With 48 clearances, 32 interceptions and even a couple of goals, the left-back showed herself to be one of the best full-backs in the world this year. She was involved with the USA during Jill Ellis's final games in charge but played all bar eight minutes in Vlatko Andonovski's first two games at the helm and it seems Short may finally get the recognition she deserves on the world stage in 2020.","","","","","","header-image-day-1_alligator.png"
"61","","Re-entry","Kelley O'Hara","Midfielder","Utah Royals","NWSL","31","USA","American, NWSL, Midfielders","","","https://media.guim.co.uk/e2891a5e53ee97ddc46c752ed5292ba772d9df2a/936_130_551_551","cropRatio=551,551&size=140,500,551","https://media.guim.co.uk/e268a107317d0b95bbdc31ad3acdd9ef75d4f5b3/0_48_2532_1519","cropRatio=2532,1519&size=140,500,1000,2000,2532","","Her World Cup and international commitments meant O'Hara played only four domestic matches for the Utah Royals in 2019, but that shows her worth and importance to the USA side who again won the World Cup. She was a constant presence in the team throughout the year, from the SheBelieves Cup to recent friendlies under the new head coach, Vlatko Andonovski. Her ability to link attack and defence sets her apart and her importance to the team was again evident during their successful campaign in France. She will have been disappointed to have to come off at half-time on the biggest stage of all after sustaining a head injury during the first half of the final against the Netherlands, but it was only a minor blot on another stellar year.","","","","","","header-image-day-1_alligator.png"
"62","85","23","Alexia Putellas","Midfielder","FC Barcelona","Liga Iberdrola","25","Spain","Other nationalities, Liga Iberdrola, Midfielders","","","https://media.guim.co.uk/ef11c6826f029a3d23aed6a75ca5bae840b72479/1318_5_894_894","cropRatio=894,894&size=140,500,894","https://media.guim.co.uk/071ad9f6c2ffa2ed9c221e36a787efa2a9a1e321/0_116_4042_2426","cropRatio=4042,2426&size=140,500,1000,2000,4042","","There's a rise in the rankings this year for a player who is now slowly gaining recognition. One of the most gifted players in the Barcelona and Spain squads, Putellas marked her card for 2019 with five goals in four games at the end of 2018. She found the net another seven times before the end of the season and was a constant presence in the Spain midfield at the World Cup. Putellas has returned to Barcelona in fine form, finding the net five times already this season including both legs of their opening Champions League tie against Juventus. Left-footed predominantly, her ability to find space in midfield, link with the attack and often pop up on the edge of the box with a goal mark her out as a valuable player.","","","","","","header-image-day-1_alligator.png"
"63","70","7","Formiga","Midfielder","PSG","Division 1 Féminine","41","Brazil","Other nationalities, Division 1 Féminine, Midfielders","","","https://media.guim.co.uk/fe96bf67e3e7248af489126a9f3e6e8df65181d4/631_107_862_861","cropRatio=862,861&size=140,500,862","https://media.guim.co.uk/d47395eb6fdd9dde265e5ec9ac15fc4886c0f641/0_237_3804_2282","cropRatio=3804,2282&size=140,500,1000,2000,3804","","There's not a lot left to say about Formiga except a player rising in the rankings from 2018 at the age of 41 shows how remarkable her talent is. Understandably, she is no longer a starter every week but to think she played at the summer's World Cup 24 years after making her tournament debut in 1995 is truly incredible. Not only that but Formiga performed and played in big games, including Brazil's convincing win against Jamaica and their thriller against Australia. She started in the second-round match against France that ultimately ended their tournament and will be probably Formiga's final World Cup appearance. She's not ready to give up just yet though; a new contract at PSG means she'll play until she is at least 42.","","","","","","header-image-day-1_alligator.png"
"64","57","-7","Sarah Bouhaddi","Goalkeeper","Lyon","Division 1 Féminine","33","France","French, Division 1 Féminine, Goalkeepers","","","https://media.guim.co.uk/b466c2f219776e0d7146983e4704dc1f1820f14d/2020_159_1154_1154","cropRatio=1154,1154&size=140,500,1000,1154","https://media.guim.co.uk/5c751892b882f0586aa6cac8570b9de8b83d22da/0_106_3471_2083","cropRatio=3471,2083&size=140,500,1000,2000,3471","","Unsurprisingly, the goalkeeper at one of the world's top clubs again makes the 100. Other keepers dominated the landscape in what was a great year for players between the posts, but the experienced Bouhaddi remains an important part of the all-conquering Lyon side that once again won the Division 1 Féminine and the Champions League. Bouhaddi has her critics but there's a reason she's been a mainstay of a dominant Lyon side for so long and remained France's No 1 during their home World Cup year. Her shot-stopping ability is up there with the best and while the risks she takes on the ball can sometimes get her into trouble, overall 2019 has been one of Bouhaddi's more solid years.","","","","","","header-image-day-1_alligator.png"
"65","","New entry","Denise O'Sullivan","Midfielder","North Carolina Courage","NWSL","25","Republic of Ireland","Other nationalities, NWSL, Midfielders","","","https://media.guim.co.uk/b12536eb8cfa7d825ed9bc2a27be62bf8f33f036/549_157_521_520","cropRatio=521,520&size=140,500,521","https://media.guim.co.uk/6b368cd0be41ce353eb7d2b287a718b0d8880da1/0_193_2773_1664","cropRatio=2773,1664&size=140,500,1000,2000,2773","","O'Sullivan's importance to North Carolina Courage was again reflected in her being voted the club's MVP for a second title-winning campaign in a row. O'Sullivan will never be the most prolific goalscorer but her role on the pitch is no less important. A combative presence in the Courage midfield, she is the heartbeat of Paul Riley's successful side. Her pass completion rate was close to 85% from more than 1,200 attempted passes and she made 34 interceptions during the course of the campaign. Unsurprisingly, O'Sullivan has also remained a regular and important part of the Republic of Ireland setup and, at 25, O'Sullivan may only now be reaching her peak.","","","","","","header-image-day-1_alligator.png"
"66","46","-20","Lynn Williams","Forward","North Carolina Courage","NWSL","26","USA","American, NWSL, Forwards","","","https://media.guim.co.uk/ae1129b163586f98be12e404982b0200380c0261/1533_345_1461_1461","cropRatio=1461,1461&size=140,500,1000,1461","https://media.guim.co.uk/1a671da8b0cfd4eac5cf846f6570e24c5015e055/0_158_3314_1988","cropRatio=3314,1988&size=140,500,1000,2000,3314","","Williams was beaten for goals in the NWSL this season only by Sam Kerr and her lack of international recognition was to the gain of North Carolina Courage. While the USA were winning gold in France, Williams scored in three consecutive league games for the Courage and followed that up with a spectacular hat-trick in a 6-0 win away at closest rivals Portland Thorns. A true finisher with pace and movement, Williams has always struggled to gain a true foothold in the USA squad but she will take plenty of confidence in 2020 from her recent call-ups under new head coach, Vlatko Andonovski. Her two goals in a 6-0 win over Costa Rica will certainly help and maybe 2020 and the Tokyo Olympics will be where the world really gets to see more of Williams.","","","","","","header-image-day-1_alligator.png"
"67","","New entry","Giulia Gwinn","Midfielder","Bayern Munich","Frauen Bundesliga","20","Germany","German, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/035f84b6ae363bbc15c66ab749f5bbdaff7986e0/1376_13_914_914","cropRatio=914,914&size=140,500,914","https://media.guim.co.uk/0ae521cf3f8c8d51d7c80aea9d6faba5e3a810ad/375_0_3907_2344","cropRatio=3907,2344&size=140,500,1000,2000,3907","","At 20, Gwinn is already technically astute with the versatility to perform either in midfield or as a full-back. Her form for Freiburg and incredible talent earned her a move to Bayern Munich for the new season but it was for Germany at the World Cup where people got a really good look at just how good Gwinn can be. Eight goals last season for Freiburg illustrated her attacking potency but her stunning strike against China really announced her to the world. She played every minute of all five of Germany's World Cup games and her performances were enough to bring her the Fifa Best Young Player award for the tournament.","","","","","","header-image-day-1_alligator.png"
"68","78","-10","Guro Reiten","Midfielder","Chelsea","FA WSL","25","Norway","Other nationalities, WSL, Midfielders","","","https://media.guim.co.uk/138b575ea3e6f965e76118f9b154642ebfe2298e/1801_99_1012_1012","cropRatio=1012,1012&size=140,500,1000,1012","https://media.guim.co.uk/98c82daae8fbb0ba06f139c9fa37329f1b6f5b9e/26_54_2270_1362","cropRatio=2270,1362&size=140,500,1000,2000,2270","","It was only a matter of time before a forward as technical and menacing as Reiten made a big move and that came in 2019 with a switch to Chelsea. Able to play across the front line or create from deeper, Reiten helped LSK dominate in Norway and she has wasted no time in bringing her quality to the WSL. Her form at the start of the year included a run of 12 goals in 10 games in the Toppserien and she then struck in Norway's opening game of the World Cup against Nigeria. Part of an exciting attack at international level, Reiten has the teammates to bring out the best in her and it will be fascinating to see how she links up with Sam Kerr in 2020. Three goals in her opening four Chelsea games offer a taste of what Reiten can offer.","","","","","","header-image-day-1_alligator.png"
"69","90","-21","Stina Blackstenius","Forward","Linköping","Damallsvenskan","23","Sweden","Swedish, Other leagues, Forwards","","","https://media.guim.co.uk/3e3014855540a528ec294b301cbaff158aadce66/1010_118_1102_1102","cropRatio=1102,1102&size=140,500,1000,1102","https://media.guim.co.uk/ab49524296af1793a920f6f4b11190296b7043cf/0_202_4030_2418","cropRatio=4030,2418&size=140,500,1000,2000,4030","","Blackstenius started 2019 by ending an unsettled spell at Montpellier to return home with Linköping, the club for whom she burst onto the scene a few years ago. The move did wonders for the tricky forward and despite a difficult season for the club as a whole, Blackstenius found the net nine times and took her extra confidence into the summer's World Cup. She didn't find the net as Sweden eased through the group but made a huge impact after that. Her goal against Canada in the second round was decisive before her finish against Germany in the quarter-finals sent Sweden into the final four and the former world champions home. She couldn't guide her country to a final but another fine performance against England did help her side to a deserved bronze medal.","","","","","","header-image-day-1_alligator.png"
"70","62","-8","Mana Iwabuchi","Forward","INAC Kobe Leonessa","Nadeshiko Div 1","26","Japan","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/b0ccde06faeb30d8a3ac35869dc87cb83652c820/1564_555_1264_1264","cropRatio=1264,1264&size=140,500,1000,1264","https://media.guim.co.uk/35002b0a05b9db591915ad9e4dd8b613f8a6daa6/0_154_3960_2375","cropRatio=3960,2375&size=140,500,1000,2000,3960","","At 26, Iwabuchi starred at her third World Cup this year and there are very few players as good as her at reading the game. The heartbeat of a progressing Japan side, her nation's priorities were perhaps elsewhere this year with a home Olympics on the horizon, but Iwabuchi has firmly cemented her status as one of the team's stars. She scored a vital goal against Scotland in France, which helped Japan progress to the second round and a dazzling recent performance against Canada in a friendly showed what she is capable of. Her dribbling ability was demonstrated in a recent Nadeshiko League game where she beat two defenders before firing a low effort into the corner. Despite a drop in position from last year, there has been no drop in Iwabuchi's talent.","","","","","","header-image-day-1_alligator.png"
"71","56","-15","Mal Pugh","Forward","Washington Spirit","NWSL","21","USA","American, NWSL, Forwards","","","https://media.guim.co.uk/c0df1b7c09fedea1148fb8e28641ab50cfdbb47a/1314_212_1248_1248","cropRatio=1248,1248&size=140,500,1000,1248","https://media.guim.co.uk/619aa9b18746afd83336c52a0fad09e13509764c/0_150_4309_2585","cropRatio=4309,2585&size=140,500,1000,2000,4309","","Still only 21, the exciting Pugh features for a fourth year in a row. Like many USA players, her year was split between club and country duty, but the fast winger capable of playing either side of the pitch or at full-back started 2019 brightly with a goal against France and two more in a spectacular friendly win against Australia. Pugh found the net in the opening World Cup thrashing of Thailand and returned to the Spirit rejuvenated, finding the net against Chicago Red Stars and scoring a crucial goal in a win over the eventual champions, North Carolina Courage. ","","","","","","header-image-day-1_alligator.png"
"72","","New entry","Delphine Cascarino","Midfielder","Lyon","Division 1 Féminine","22","France","French, Division 1 Féminine, Midfielders","","","https://media.guim.co.uk/2a68fbc9c79d3883ac4b99ca04e04b3a26104b34/609_10_1356_1356","cropRatio=1356,1356&size=140,500,1000,1356","https://media.guim.co.uk/0be86cfcb67435adc91244b5f99da2d9c4ad5a0d/0_167_3691_2215","cropRatio=3691,2215&size=140,500,1000,2000,3691","","A first appearance for a 22-year-old promising to make a big breakthrough on the world stage. It's not easy when Lyon have the superstars they do but it is a testament to Cascarino's talent that she features for both club and country. Her form for France, including two goals against Denmark in a warm-up friendly, earned her a regular spot in the team at the World Cup and she has come back in good form for Lyon in the new season. She scored in the club's first two league games of the season and has scored for France against Spain and Iceland in the last couple of months. A pacey and tricky right winger, big things surely lie ahead for Cascarino.","","","","","","header-image-day-1_alligator.png"
"73","","New entry","Ingrid Engen","Midfielder","Wolfsburg","Frauen Bundesliga","21","Norway","Other nationalities, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/5306f985fd783b6bd0c198cc2fb662b82f6aee98/1365_406_1815_1815","cropRatio=1815,1815&size=140,500,1000,1815","https://media.guim.co.uk/6fb1c09e0e62ace9e788d524c86b7fbb3ebee4e9/0_83_4518_2711","cropRatio=4518,2711&size=140,500,1000,2000,4518","","The classy midfielder was always destined for big things and it doesn't get a lot bigger than playing at a World Cup at 21 and moving to a big club such as Wolfsburg. Engen did both those things in quick succession in 2019 but her ability to dictate and provide for an exciting attack at both club and international level should provide her with the perfect platform to continue developing. Engen helped put LSK on the path to another Toppserien title before joining Wolfsburg where she has quickly established herself as a first-team regular. She's slowly adding goals to her game too, finding the net three times for Norway since the summer where she played and impressed in all five games at the World Cup. A big future awaits.","","","","","","header-image-day-1_alligator.png"
"74","","New entry","Mapi León","Defender","FC Barcelona","Liga Iberdrola","24","Spain","Other nationalities, Liga Iberdrola, Defenders","","","https://media.guim.co.uk/8ec0513c5fe0448ffed6f627272194949365b3f3/1084_162_840_840","cropRatio=840,840&size=140,500,840","https://media.guim.co.uk/5a9d959cde3275daab2847713946e0f6aefe7179/0_133_3476_2086","cropRatio=3476,2086&size=140,500,1000,2000,3476","","The tough tackling Spanish defender is another new entry this year, but not before time. León did a superb job of marshalling both the Barcelona and Spain defences in 2019, helping the former to clean sheets in both Champions League semi-finals as they reached the final for the first time. Barcelona are already on top in 2019 and a thumping 6-1 win over Atlético was a statement of intent, but for León it is about growing as a player. She has picked up five bookings this year and a red card against Juventus but her no-nonsense approach has made her a fine centre-back. She started all four of Spain's World Cup games and we can expect to see León on the biggest stages again whether it be for club or country.","","","","","","header-image-day-1_alligator.png"
"75","64","-11","Marie-Antoinette Katoto","Forward","PSG","Division 1 Féminine","21","France","French, Division 1 Féminine, Forwards","","","https://media.guim.co.uk/a3341643d4bfd1f1cc2d5acee746020ee284e9a8/549_36_1259_1259","cropRatio=1259,1259&size=140,500,1000,1259","https://media.guim.co.uk/f4a6d6e46e0ac42891ff498b26b0f75bd1e48e31/0_97_5472_3283","cropRatio=5472,3283&size=140,500,1000,2000,5472","","One of the most promising strikers anywhere in the world, Katoto is destined for big things and could not have impressed much more if she tried for PSG in 2019. Her year got off to a flying start with three goals in two games and she found the net for France against the USA in a big win at SheBelieves Cup. Her international year took a severe dip when she was surprisingly left out of the World Cup squad but Katoto did not let that affect her club form. She ended the season with four goals in a game against Bordeaux and is already in inspired form this season, finding the net 12 times since August and returning to the national team for whom she has scored against Kazakhstan and Serbia.","","","","","","header-image-day-1_alligator.png"
"76","","New entry","Erin Cuthbert","Midfielder","Chelsea","FA WSL","21","Scotland","Other nationalities, WSL, Midfielders","","","https://media.guim.co.uk/657e79a6b98ecce257886e7ecaaede39ddcf5877/1600_95_1274_1274","cropRatio=1274,1274&size=140,500,1000,1274","https://media.guim.co.uk/65527e18f493bbdb73b351a09e2eda659454a2c5/0_76_5134_3079","cropRatio=5134,3079&size=140,500,1000,2000,5134","","It's been a really good year for one of Scotland's most promising talents. It could not have started any better as her two goals helped Chelsea come from behind to beat Arsenal. Cuthbert continued to score big goals as she found the net in the Champions League at home to PSG before a superb half-volley brought her that rarity, a goal by visitors at Lyon. She was in fine form for her country too, scoring in several World Cup warm-up games before finding the net in France in a thriller against Argentina. A driving force from midfield with bags of energy and tenacity, Cuthbert has plenty more to give but at only 21 there's plenty of time for the rest of her talent to show itself.","","","","","","header-image-day-1_alligator.png"
"77","","New entry","Magdalena Eriksson","Defender","Chelsea","FA WSL","26","Sweden","Swedish, WSL, Defenders","","","https://media.guim.co.uk/105a5bd1fd25fdba8cb31891dd4be03728ec812f/1013_45_892_892","cropRatio=892,892&size=140,500,892","https://media.guim.co.uk/1e7b8ed0e5cebc5c848fa41d2dd4caee4a9cf9a1/0_189_3986_2392","cropRatio=3986,2392&size=140,500,1000,2000,3986","","Given her quality and the fact she's now 26, it is a surprise that this is the first year the Swede with a wand of a left foot features here. Eriksson has remained a regular in the starting line-ups for both Chelsea and Sweden, helping her club to a Champions League semi-final and her country to a World Cup bronze medal. Eriksson played in every game of Sweden's run to the semi-finals and returned to her club to be named Chelsea's new captain after the retirement of Karen Carney. At left-back she continues to create chances with her accurate crossing and passing ability and there's no doubt now she's well established as one of the best all-round full-backs in the game.","","","","","","header-image-day-1_alligator.png"
"78","","New entry","Beth Mead","Forward","Arsenal","FA WSL","24","England","English, WSL, Forwards","","","https://media.guim.co.uk/f07a6374ce15727931ea781a66908ec5c85e4cbd/851_100_1918_1918","cropRatio=1918,1918&size=140,500,1000,1918","https://media.guim.co.uk/d338608992c96aa54cac4aa9aa44b23849137e74/0_131_2652_1591","cropRatio=2652,1591&size=140,500,1000,2000,2652","","2019 was a big year for Mead. Often overshadowed at club level by Vivianne Miedema, some stern conversations with the England head coach, Phil Neville, proved a turning point. Big goals against Brazil and Japan as the Lionesses won the SheBelieves Cup sparked Mead to hit top form in the closing stages of the season, earning her a World Cup spot where she was a regular. She broke the FA WSL assists record to help Arsenal win the title and created the most goals for England at the World Cup too. She also found the net in England's most recent match and Mead is now starting to get the recognition she has deserved for many years.","","","","","","header-image-day-1_alligator.png"
"79","","Re-entry","Verónica Boquete","Midfielder","Utah Royals","NWSL","32","Spain","Other nationalities, NWSL, Midfielders","","","https://media.guim.co.uk/edf68c7d9b5c583577d8804417b61ff16754e8c8/2394_558_993_993","cropRatio=993,993&size=140,500,993","https://media.guim.co.uk/e6eb1b2764e3426bbde3cd3f18b63a556b5c1427/0_285_4540_2724","cropRatio=4540,2724&size=140,500,1000,2000,4540","","Vero's return to the NWSL at the start of the year with the Utah Royals generated plenty of excitement. With her international career behind her, Boquete was free to focus fully on club duties but her performances and link-up play with the Royals attack couldn't quite push Laura Harvey's side to the play-offs. She didn't find the net but her six assists and cutting passes through defences reminded everyone what Vero is and always has been capable of. Her pass completion rate was up near 80% for the season and if she sticks around for another year in the NWSL she'll no doubt be a key component of a team with big ambitions.","","","","","","header-image-day-1_alligator.png"
"80","","New entry","Khadija Shaw","Forward","Bordeaux","Division 1 Féminine","22","Jamaica","Other nationalities, Division 1 Féminine, Forwards","","","https://media.guim.co.uk/d215d05687f636a6c0ddf9bcced9d9ba5488dc63/643_219_664_664","cropRatio=664,664&size=140,500,664","https://media.guim.co.uk/45e205c53ee5ce53e34ede27df53dd4f2afc10cd/0_55_3000_1800","cropRatio=3000,1800&size=140,500,1000,2000,3000","","This may be the first time 22-year-old Shaw has appeared in this list but it certainly won't be the last. There was plenty of talk about Shaw being the exciting new talent going into the World Cup and, while Jamaica struggled in a tough group, Shaw's talent was evident. She scored four goals in two games during Jamaica's warm-up friendlies and since going professional in Division 1 Féminine with Bordeaux, Shaw has rarely looked back. Nine goals already this season leave her trailing only Ada Hegerberg in the scoring charts and it does appear the world is really at her feet at 22.","","","","","","header-image-day-1_alligator.png"
"81","39","-42","Maren Mjelde","Defender","Chelsea","FA WSL","30","Norway","Other nationalities, WSL, Defenders","","","https://media.guim.co.uk/a865b0a44f7f7b1a2a152b27413ba4a25fa637c3/1643_167_1115_1115","cropRatio=1115,1115&size=140,500,1000,1115","https://media.guim.co.uk/bbfef6b2e27e572152d961c8886e269c9e02ff70/101_151_2991_1795","cropRatio=2991,1795&size=140,500,1000,2000,2991","","A third consecutive year in the top 100 for one of the most consistent performers around. From midfield to centre-back to now right-back for Chelsea, Mjelde's performances have rarely dipped whichever position she is in. Her goal at the last in Paris to send Chelsea into the Champions League semi-finals will live long in the memory but it's her ability on the ball, her calmness in possession and her all-round ability that stands out. Mjelde was as ever a vital part of a Norway team who excited plenty of people at the World Cup before returning to her club as a full-back in the new season. Mjelde though has taken to the role well and didn't shy away from taking a crucial recent penalty to earn three points against Manchester United.","","","","","","header-image-day-1_alligator.png"
"82","84","2","Fridolina Rolfö","Forward","Wolfsburg","Frauen Bundesliga","26","Sweden","Swedish, Frauen Bundesliga, Forwards","","","https://media.guim.co.uk/91f346030ca2bf833102de013b7c90a20bbb5fe4/1908_94_1063_1063","cropRatio=1063,1063&size=140,500,1000,1063","https://media.guim.co.uk/6d76b8d19cea5ed495019669612a58fa8dd3a26a/0_138_3694_2217","cropRatio=3694,2217&size=140,500,1000,2000,3694","","Rolfö was one of a number of Swedes to come to the fore as Peter Gerhardsson's side enjoyed an impressive run to the World Cup semi-finals, culminating in a bronze medal in Nice. Scoring against Thailand, Rolfö missed the semi-final through suspension but returned to start against England in the third-place play-off. Technically astute, Rolfö provided plenty of quality at club level too, her performances for Bayern Munich earning her a move to rivals and champions Wolfsburg in the summer. After a good run of form early in 2019 in which she scored in five consecutive games, Rolfö found the net three matches in a row last month as she settled into new surroundings.","","","","","","header-image-day-1_alligator.png"
"83","47","-36","Almuth Schult","Goalkeeper","Wolfsburg","Frauen Bundesliga","28","Germany","German, Frauen Bundesliga, Goalkeepers","","","https://media.guim.co.uk/e479a0d2ecc6b3d702dbf0d902c035beab87d247/782_230_1501_1501","cropRatio=1501,1501&size=140,500,1000,1501","https://media.guim.co.uk/b4834703a1e20962ee8288840a2e6ea100fd1d47/0_298_4129_2477","cropRatio=4129,2477&size=140,500,1000,2000,4129","","One of the best goalkeepers around drops heavily this year but that is no huge surprise given the injuries she has endured and the fact she hasn't played since the World Cup. With a first child on the way, Schult will be taking a spell away from the game early in 2020 but she left her mark earlier in the year by again proving the reliable No 1 for Wolfsburg and helping her side to a league and cup double. Schult kept four clean sheets in a row for Germany at the World Cup as they reached the quarter-finals, but could do little to stop Sweden overturning an early deficit to send Schult and her teammates home early.","","","","","","header-image-day-1_alligator.png"
"84","","New entry","Aubrey Bledsoe","Goalkeeper","Washington Spirit","NWSL","28","USA","American, NWSL, Goalkeepers","","","https://media.guim.co.uk/a1e44122c9f65e0f04329c9db22c6be5cb3dff57/1845_205_1091_1091","cropRatio=1091,1091&size=140,500,1000,1091","https://media.guim.co.uk/e0a394583d2f3ea9ac0b2f07bd3f7dfbda3f6745/131_137_4013_2408","cropRatio=4013,2408&size=140,500,1000,2000,4013","","2019 was a much more positive year for the Spirit and part of that was down to the superb form of Bledsoe in goal. The keeper started every NWSL match this season, keeping clean sheets in nine of them and was named in the team of the month three times as well as the NWSL Best XI at the end of the campaign, a testament to her superb performances. Her save percentage was close to 80% and if her form continues into 2020 then a senior USA debut cannot be far away.","","","","","","header-image-day-1_alligator.png"
"85","60","-25","Abby Erceg","Defender","North Carolina Courage","NWSL","30","New Zealand","Other nationalities, NWSL, Defenders","","","https://media.guim.co.uk/7e969221fb731b7aae9352dd42fe8b0fc510d3c2/2038_102_567_567","cropRatio=567,567&size=140,500,567","https://media.guim.co.uk/27bdc877d25b208bc767b78e018482472e423ab4/0_110_5312_3186","cropRatio=5312,3186&size=140,500,1000,2000,5312","","Captaining her club to a second consecutive NWSL championship sums up Erceg. An absolute rock at the back and one of the most motivational captains around, Erceg is probably underrated compared to the top names playing for a country that do not often challenge the top sides, but her partnership at club level with Abby Dahlkemper has often been impenetrable. Her defensive stats for the NWSL season tell their own story but aside from being a solid defender, Erceg is comfortable playing out from the back. She was unable to prevent her team avoiding three defeats from three at the World Cup but that's no slight on what has been another solid year for her personally.","","","","","","header-image-day-1_alligator.png"
"86","","New entry","Sandra Paños","Goalkeeper","Barcelona","Liga Iberdrola","27","Spain","Other nationalities, Liga Iberdrola, Goalkeepers","","","https://media.guim.co.uk/6e77b63eb1b917fa5002d715b45a312d265b026f/1460_165_1227_1227","cropRatio=1227,1227&size=140,500,1000,1227","https://media.guim.co.uk/a397460d88e11a6c75c7f95d7f473766eef0a732/214_286_2208_1324","cropRatio=2208,1324&size=140,500,1000,2000,2208","","At 27, Paños is entering her peak years as a goalkeeper and with Atlético Madrid's Dolores Gallardo also widely regarded, it is no mean feat to maintain your role as Spain's No 1 as Paños has. Paños kept two clean sheets in the Champions League semi-finals but could do little to stop Lyon romping to another title. Two further clean sheets came in the World Cup and only two penalties beat her as Spain bowed out to eventual champions USA. She has returned to domestic duties in top form as Barcelona lead the way in Spain, looking to overthrow Atlético as champions.","","","","","","header-image-day-1_alligator.png"
"87","","Re-entry","Jessie Fleming","Midfielder","UCLA Bruins","NCAA Pac-12","21","Canada","Other nationalities, Other leagues, Midfielders","","","https://media.guim.co.uk/9ad2273d2df81f162c661cb686ce7e628b5a78e1/1266_76_902_902","cropRatio=902,902&size=140,500,902","https://media.guim.co.uk/6b2d329cd6c43d598ebb743e1a09c8f5fc08b718/0_55_3682_2210","cropRatio=3682,2210&size=140,500,1000,2000,3682","","Another star who is playing well beyond her years. Fleming re-enters the top 100 this year and, at 21, it's incredible to think she has still been playing college football having played at two senior World Cups. She'll hit 70 senior international caps at the start of 2020 despite having never played the game professionally, though that will soon change as she comes to the end of her time with the UCLA Bruins. Whether she heads to Europe or goes into the NWSL draft remains to be seen, but this ball-playing midfielder has every chance of going all the way and once again showed her qualities on the world stage in France during the summer. Might she be the player to surpass Formiga when it comes to World Cup appearances?","","","","","","header-image-day-1_alligator.png"
"88","","New entry","Ellie Carpenter","Defender","Portland Thorns","NWSL","19","Australia","Australian, NWSL, Defenders","","","https://media.guim.co.uk/5cda67e3fa6586e24d238448a7ccdccb739eb776/398_141_553_553","cropRatio=553,553&size=140,500,553","https://media.guim.co.uk/1971928a392cc3d51f5518f92510cc9deae20e42/0_106_3000_1800","cropRatio=3000,1800&size=140,500,1000,2000,3000","","It's hard to believe Carpenter is still only 19 given how long we've been hearing about her. The teenager's energy and driving force from full-back makes her a vital component for both the Thorns and Matildas and it is why she is already a regular for both at such a young age. She played in all Australia's World Cup matches, claiming an assist on the way and returned to action in Portland only a week after Australia's second-round exit to Norway. At 19 Carpenter has the talent and ability to take her career where she wants and she's already making an impression for Melbourne City back in the W-League during the current NWSL off-season.","","","","","","header-image-day-1_alligator.png"
