"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Club.on.1.Dec.2020","sheets.players.League","sheets.players.Age.on.1.Dec.2020","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Words","sheets.players.Desked.by","sheets.players.Subbed","sheets.players.Revised","sheets.header_image"
"60","76","16","Erin Cuthbert","Midfielder","Chelsea","WSL","22","Scotland","Other nationalities, WSL, Midfielders","","","https://media.guim.co.uk/eb35f8ec45d0d82b75be1da92b112d35bc9afa14/1179_106_1034_1034","cropRatio=1034,1034&size=140,500,1000,1034","https://media.guim.co.uk/bc638cddca26018c0835747e359985d78997b094/0_82_3000_1800","cropRatio=3000,1800&size=140,500,1000,2000,3000","","Yet another young Brit who has shot up the rankings in 2020. The Scotland international has all the technical ability in the world, but her added energy and tenacity, constantly biting at defenders to win the ball back, makes her such a crucial squad player for both club and country. Despite being a more forward-thinking midfielder, she ranks highly for tackles won and has improved on her dribbling skills, frequently beating opponents with ease. A creative player with an eye for goal, Cuthbert has registered three assists in the league already this season and has found the net in the WSL, Continental Cup and scored at Wembley in the Community Shield.","RL","","","TD","JA","header-image-day-1_alligator.png"
"61","94","33","Leah Williamson","Defender","Arsenal","WSL","23","England","English, WSL, Defenders","","","https://media.guim.co.uk/3157027f6f646d754eb6bed5c131d1a6736411d1/989_88_1613_1612","cropRatio=1613,1612&size=140,500,1000,1613","https://media.guim.co.uk/b3eab83cd8a4cc5d72949fa2044c1f167997b32d/456_71_1908_1145","cropRatio=1908,1145&size=140,500,1000,1908","","After making the 100 for the first time last year, it’s no surprise to see Williamson shoot up the rankings after another impressive year. Williamson is the ideal modern centre-back and, while she has always been a good passer, she is now beginning to split open opposition defences and create chances herself, be it with her long-ball ability or by stepping forward and playing passes into her forwards. She has one of the highest pass completion rates in the WSL but is also the third highest centre-back for chances created. Not often a goalscorer, she did pop up with a Continental Cup final goal for her childhood team Arsenal, despite ending up on the losing side. At 23, she has so much quality and promise.","RL","","","TD","JA","header-image-day-1_alligator.png"
"62","","New entry","Keira Walsh","Midfielder","Manchester City","WSL","23","England","English, WSL, Midfielders","","","https://media.guim.co.uk/d96f1f48b43956550ce7827095e5ed4d2180afe9/1541_220_937_937","cropRatio=937,937&size=140,500,937","https://media.guim.co.uk/d73741f2753f3ab1e087b762036d0471f0ab16b9/0_166_4343_2605","cropRatio=4343,2605&size=140,500,1000,2000,4343","","It was only a matter of time before Walsh found recognition and a place in the top 100, after coming close on several occasions. It’s no surprise that someone so calm and intelligent on the ball has one of the highest pass completion rates in the WSL and her game will only improve learning from the likes of Sam Mewis and Rose Lavelle. Under Nick Cushing Walsh began to add more forward-thinking qualities to her game but has gone back to her standard defensive midfield role this season with ease. Now also a consistent starter for England at the age of 23, Walsh still has areas to improve but is well on the way to being a top-quality midfielder.","RL","","","TD","JA","header-image-day-1_alligator.png"
"63","","New entry","Melanie Leupolz","Midfielder","Chelsea","WSL","26","Germany","German, WSL, Midfielders","","","https://media.guim.co.uk/fb4503a4ea84a9251135d3c05c1dde8173b00b31/615_0_642_642","cropRatio=642,642&size=140,500,642","https://media.guim.co.uk/58d6ab563d1c78c614891fa26aefd7be4a63f3f6/495_19_3451_2071","cropRatio=3451,2071&size=140,500,1000,2000,3451","","Leupolz has slotted into life in English football with no issues whatsoever. Consistently one of the best passers in the game, she was brought to Chelsea by Emma Hayes for a reason and the fact she’s the only midfielder to start every league game this season is testament to both her quality and consistency. Her defensive ability to read games has allowed the team’s more attack-minded midfielders to influence matches at the other end of the pitch, and while Leupolz’s role may often go unnoticed, she has proven herself an important addition in both her quality and experience for a team looking to conquer Europe.","RL","","","TD","JA","header-image-day-1_alligator.png"
"64","56","-8","Caroline Seger","Midfielder","FC Rosengård","Damallsvenskan","35","Sweden","Swedish, Other leagues, Midfielders","","","https://media.guim.co.uk/f7ef686c3a9d85ba9775e2b516df76c6159ad727/1046_80_979_978","cropRatio=979,978&size=140,500,979","https://media.guim.co.uk/02b7fb33a51c3187ac30fd3b2d26e0b815caf95b/0_83_3000_1801","cropRatio=3000,1801&size=140,500,1000,2000,3000","","At 35, there is no slowing down the Swedish legend. If anything, in many aspects of Seger's game she is continuing to push the boundaries. There is a class and an ease to everything she does and in 2020 she enjoyed the highest passing accuracy rate of any player in Europe, more than 90% from almost 2,000 passes in the Damallsvenskan for FC Rosengård. Seger may not score as many goals anymore but her role for club and country has become no less important and her ability to control games with her vision and intelligence sets her apart from most other midfielders.","RL","","","TD","JA","header-image-day-1_alligator.png"
"65","","New entry","Laura Freigang","Forward","Eintracht Frankfurt","Frauen Bundesliga","22","Germany","German, Frauen Bundesliga, Forwards","","","https://media.guim.co.uk/2a6c4948e50c80196e876c07c9504973bcfc6b6f/1450_139_2344_2344","cropRatio=2344,2344&size=140,500,1000,2000,2344","https://media.guim.co.uk/7c8e7b3c470aecc7ab5d21e787fa74d33b1efb21/0_0_3682_2210","cropRatio=3682,2210&size=140,500,1000,2000,3682","","There have been very few players who have enjoyed the kind of breakout year that the Germany forward Freigang has. At 22 it means, worringly for her opponents, there is still plenty to come from this striker, but her stats this year could hardly be better for someone still finding their feet among the best in the world. Seven goals in the back half of last season have been bettered already this season, where Freigang’s 10 goals in 10 games for Eintracht Frankfurt put her at the top of the goalscoring charts in the Bundesliga at the beginning of December. It’s been a good year on the international stage too, Freigang making her senior Germany debut in March and making her mark last month with a hat-trick against Greece in a Euro 2022 qualifier. Freigang is definitely a name we’ll be hearing more of in years to come.        ","RL","","","TD","JA","header-image-day-1_alligator.png"
"66","","Re-entry","Millie Bright","Defender","Chelsea","WSL","27","England","English, WSL, Defenders","","","https://media.guim.co.uk/c356e688125d13d492f05415c6429451ab713805/1059_68_866_867","cropRatio=866,867&size=500,866","https://media.guim.co.uk/2868fd50b66310b83b86234139998fc56f5ca929/425_32_2142_1286","cropRatio=2142,1286&size=140,500,1000,2000,2142","","It’s been another solid and consistent year for the Chelsea and England defender. Bright's stature and physique make her a tough opponent for anyone and, teamed with Magdalena Eriksson, she is one of the key reasons Chelsea have enjoyed such success in 2020. But beyond that, Bright has shown her qualities on the ball too and ranks highly for playing out from the back, whereas more unsurprisingly she has won more than 80% of aerial duels and leads the rankings for challenges won by a distance in the WSL so far this season. Rarely putting a foot wrong, Bright has turned into a very solid centre-back and was part of a domestic double winning Chelsea side in 2020.        ","RL","","","TD","JA","header-image-day-1_alligator.png"
"67","","New entry","Ann-Katrin Berger","Goalkeeper","Chelsea","WSL","30","Germany","German, WSL, Goalkeepers","","","https://media.guim.co.uk/d886fa7460b831d4ac96ea550d572796d6a04b67/1500_0_1303_1303","cropRatio=1303,1303&size=140,500,1000,1303","https://media.guim.co.uk/544eaa0d0e95afbc586440be60007ca4e66980de/304_156_2905_1743","cropRatio=2905,1743&size=140,500,1000,2000,2905","","It’s taken some time for the 30-year-old to gain wide recognition on the international stage, but her recent Fifa nomination for best goalkeeper allied with a long-awaited first cap for Germany at the start of December shows she is heading in the right direction. There’s a reason Emma Hayes has made her the No 1 at Chelsea, be it her leadership qualities, shot-stopping ability or her general stature in between the sticks. Berger started the year with a crucial penalty save against Manchester City and followed it up with a stunning display in the Continental Cup final, confirming she is one of the very best around.        ","RL","","","TD","JA","header-image-day-1_alligator.png"
"68","100","32","Ludmila","Forward","Atlético Madrid","Liga Iberdrola","26","Brazil","Other nationalities, Liga Iberdrola, Forwards","","","https://media.guim.co.uk/deddd287bf5583178f6a60ed2bfda0fd96b497f4/1917_131_1717_1717","cropRatio=1717,1717&size=140,500,1000,1717","https://media.guim.co.uk/0f0346b98916725ded456de3e1392019129b61f1/0_210_4105_2464","cropRatio=4105,2464&size=140,500,1000,2000,4105","","Regarded as one of the paciest and most skilful players in the game, it’s been another really good year for Ludmila and her start to the current season has been her best yet. One of the best at taking the ball past people whether it’s with raw pace or dribbling ability, the Brazil international has been in scintillating form for Atlético Madrid, leading the Liga Iberdrola scoring ranks with eight goals alongside Kosovare Asllani. Her recent four-goal showing against Deportivo was one of the standout individual performances of the season so far and if she carries on she is in for an excellent 2021 too.        ","RL","","","TD","JA","header-image-day-1_alligator.png"
"69","51","-18","Sofia Jakobsson","Forward","Real Madrid","Liga Iberdrola","30","Sweden","Swedish, Liga Iberdrola, Forwards","","","https://media.guim.co.uk/501c5047965301dfa670c13841138226c12e579d/268_115_1734_1732","cropRatio=1734,1732&size=140,500,1000,1734","https://media.guim.co.uk/24c99eed8995b3a4205038292745f03f02fd66f8/0_74_5174_3106","cropRatio=5174,3106&size=140,500,1000,2000,5174","","Jakobsson’s year started out really well for what was CD Tacon before they became reincorporated as Real Madrid. Five goals in relatively quick succession at the start of the year made her one of the most in-form forwards in Spain before the season was prematurely curtailed. She has the ability to play out wide or through the middle and has improved in her creativity, registering two assists this season at the time of writing and recently being a key outlet for Sweden in wide positions. There may be more to come from Jakobsson in an inconsistent Real Madrid side still finding their feet in Liga Iberdrola, but Jakobsson has lost none of her class.        ","RL","","","TD","JA","header-image-day-1_alligator.png"
"70","","Re-entry","Ashley Lawrence","Defender","PSG","Division 1 Féminine","25","Canada","Other nationalities, Division 1 Feminine, Defenders","","","https://media.guim.co.uk/462fa923361d4cf41fc83507e1e3d65e2322f29a/670_108_565_565","cropRatio=565,565&size=140,500,565","https://media.guim.co.uk/1c49b9debddbaa594d0099d3b4bc492011780e6c/0_37_3661_2196","cropRatio=3661,2196&size=140,500,1000,2000,3661","","The versatile Canadian defender returns to the list after two years just outside the top 100, and deservedly so. Once such a promising youngster, the 25-year-old is now a mainstay and key performer for both PSG and Canada. Whether it’s at right-back, left-back or centre-back – she has played at all three for PSG in recent games – Lawrence continues to shine. Five goals from full-back this year puts her up there with the highest in Europe and her all-energy play has her up there for the most ball recoveries too. Her pace and passing ability make her the perfect modern full-back.        ","RL","","","TD","JA","header-image-day-1_alligator.png"
"71","99","28","Lena Oberdorf","Midfielder","Wolfsburg","Frauen Bundesliga","18","Germany","German, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/ac7e322cfe1f74870be8fdae0d6353e513213c80/2045_236_1154_1154","cropRatio=1154,1154&size=140,500,1000,1154","https://media.guim.co.uk/ee8e64fd02fd5466e790c628e89e1229432e431b/0_152_5184_3110","cropRatio=5184,3110&size=140,500,1000,2000,5184","","Coming in at the bottom of the 100 last year, it’s no surprise that one of the most promising teenagers in the world has jumped almost 30 places in 2020. Still only 18 and not turning 19 until later this month, Oberdorf’s regular impressive performances for SGS Essen led to her joining Wolfsburg in the summer. Her final game for Essen was a thrilling 3-3 cup final draw against her future team, while her first game for her new side was a 3-0 league win against Essen, with Oberdorf finding the net twice from defence. Physical but composed on the ball, she has slotted into Wolfsburg life seamlessly and has so much more to come.        ","RL","","","JA","TD","header-image-day-1_alligator.png"
"72","63","-9","Formiga","Midfielder","PSG","Division 1 Féminine","42","Brazil","Other nationalities, Division 1 Feminine, Midfielders","","","https://media.guim.co.uk/03c411cf6d9e7a4d882f6dfc6edd5f9795e0e647/1087_297_1615_1615","cropRatio=1615,1615&size=140,500,1000,1615","https://media.guim.co.uk/562d2c340c4c234e5436871572b38b3cdb60138e/0_142_2790_1675","cropRatio=2790,1675&size=140,500,1000,2000,2790","","Formiga may not be a regular in the PSG starting XI these days, but the fact she is still playing and performing at such a level at the age of 42 is remarkable in itself, and shows why she still has pride of place in the 100. The Brazil legend started four of PSG’s first seven league games this season, and was brought on for the final minutes of the team’s recent historic win against rivals Lyon to help see the game out. She’s also still representing Brazil – who knows how much longer she can carry on if she can still perform for a top Champions League side?        
","RL","","","JA","TD","header-image-day-1_alligator.png"
"73","86","13","Sandra Paños","Goalkeeper","Barcelona","Liga Iberdrola","28","Spain","Other nationalities, Liga Iberdrola, Goalkeepers","","","https://media.guim.co.uk/d79970f36fa5d0a7899ff3ae7259995043315af1/1237_161_1139_1140","cropRatio=1139,1140&size=500,1000,1139","https://media.guim.co.uk/9faf7a7a96c7cb69ae6d9d879091c515e1e5c234/1_263_3075_1846","cropRatio=3075,1846&size=140,500,1000,2000,3075","","Paños’s name now regularly comes up when discussing the best goalkeepers in the world, and she makes a small jump in the list this year. With a save percentage in 2020 of more than 80%, she’s in the top five in the world and has continued to be excellent playing out from the back. Her quality epitomises an ever-improving Spain and a Barcelona team fast becoming one of the best sides in Europe.        ","RL","","","JA","TD","header-image-day-1_alligator.png"
"74","65","-9","Denise O'Sullivan","Midfielder","North Carolina Courage","NWSL","26","Rep of Ireland","Other nationalities, NWSL, Midfielders","","","https://media.guim.co.uk/cc613fac05fe9d5e64f7adeb256f4f0e44f4b722/2026_398_502_502","cropRatio=502,502&size=140,500,502","https://media.guim.co.uk/99d93be01c75a3b7828456e1bf5b8f16c9fa822f/726_90_3209_1925","cropRatio=3209,1925&size=140,500,1000,2000,3209","","With a full NWSL season not possible due to the pandemic, O’Sullivan unsurprisingly drops slightly this year but her limited number of performances were no less impressive. The Republic of Ireland international had the highest pass accuracy for North Carolina Courage in the summer’s Challenge Cup. It was seen as quite as a coup when Brighton signed her on loan for the new season and she’s taken to life in England like a duck to water. Technically excellent with immense workrate, O’Sullivan covers every blade of grass each time she hits the pitch.        ","RL","","","JA","TD","header-image-day-1_alligator.png"
"75","","New entry","Viviane Asseyi","Forward","Bayern Munich","Frauen Bundesliga","27","France","French, Frauen Bundesliga, Forwards","","","https://media.guim.co.uk/2438ae30f678a5eb39e7959ce3b5367847ba8157/909_84_636_637","cropRatio=636,637&size=500,636","https://media.guim.co.uk/593994759b45e50c8ebd1a72de16a92bfb045f99/316_267_3692_2215","cropRatio=3692,2215&size=140,500,1000,2000,3692","","Asseyi was one of the players hit hardest by the interruption to football this year, having hit double figures for Bordeaux early on in 2020. Her form, though, earned her a big summer move to Bayern Munich where she has hit the ground running. Asseyi has six goals in nine games in the Bundesliga at the time of writing, including in an impressive 4-1 win against champions Wolfsburg. For France, Asseyi has two goals in her last couple of matches and is becoming one of the most consistent scorers in Europe.        ","RL","100","","JA","TD","header-image-day-1_alligator.png"
"76","88","12","Ellie Carpenter","Defender","Lyon","Division 1 Féminine","20","Australia","Australian, Division 1 Feminine, Defenders","","","https://media.guim.co.uk/0a4bb5a989096551eb35d86823aa42c1d4619c66/1112_73_680_680","cropRatio=680,680&size=140,500,680","https://media.guim.co.uk/bf24efdb887939181f1178a2acb0ecd1a2a670f7/0_70_4262_2559","cropRatio=4262,2559&size=140,500,1000,2000,4262","","Carpenter has been talked about for so long as a top full-back that it’s incredible to think she is still only 20. Across the year she created the second most chances of any full-back in the world and her consistently strong performances for both Australia and Portland Thorns earnt her a move to Lyon in the summer. Taking on the mantle left by Lucy Bronze, Carpenter had started eight games from eight at the time of writing, scoring once in a tight win against Bordeaux. Her ability to get up and down the pitch and quality on the ball will surely see her cement her standing as one of the best as she continues to progress.        
","RL","100","","JA","TD","header-image-day-1_alligator.png"
"77","","New entry","Caroline Weir","Midfielder","Manchester City","WSL","25","Scotland","Other nationalities, WSL, Midfielders","","","https://media.guim.co.uk/436fcce31738291453e22bc625aba5486e8a88fe/2089_231_1486_1486","cropRatio=1486,1486&size=140,500,1000,1486","https://media.guim.co.uk/46d70702faa430222e1abf7526382e33ed647095/0_116_3343_2006","cropRatio=3343,2006&size=140,500,1000,2000,3343","","Weir has played a slightly more reserved role for Manchester City this season after the key additions of Rose Lavelle and Sam Mewis, but her game has evolved from merely being known for scoring stunning long-range goals. Last season, she ended the curtailed WSL season with six assists and impressively across 2020 had one of the highest tackle success rates in Europe, with 81%. Two important goals against Albania last month for Scotland showed the quality she still possesses in her wand of a left foot and she still has an important part to play for the City head coach, Gareth Taylor.        ","RL","100","","JA","TD","header-image-day-1_alligator.png"
"78","33","-45","Nilla Fischer","Defender","Linköping","Damallsvenskan","36","Sweden","Swedish, Other leagues, Defenders","","","https://media.guim.co.uk/2c7f0f35c351d37aba73827b635bffa6159fcf4d/1099_31_823_823","cropRatio=823,823&size=140,500,823","https://media.guim.co.uk/e666443e6e16268f1bdb35506bb6183bbcbb727f/1_75_3284_1971","cropRatio=3284,1971&size=140,500,1000,2000,3284","","It’s no surprise Fischer has suffered a steep drop this year after her impressive performances on the world stage in France last season. The 36-year-old has shown she still has plenty to offer in her first full year back in Sweden with Linköping. With a 90% pass accuracy, Fischer is still one of the best ball-playing centre-backs in Europe, completing 92 of her 93 passes in a recent Euro 2021 qualifier for Sweden. Fischer may not have many years left but her quality should still be appreciated while we have it.        ","RL","100","","JA","TD","header-image-day-1_alligator.png"
"79","92","13","Marta Torrejón","Defender","Barcelona","Liga Iberdrola","30","Spain","Other nationalities, Liga Iberdrola, Defenders","","","https://media.guim.co.uk/335775ce8bc1a354c18252684aa8847d7f46f0c4/1956_113_534_534","cropRatio=534,534&size=140,500,534","https://media.guim.co.uk/ae968ba69176ee8ad1414690cac58607d8dea5be/0_34_2598_1560","cropRatio=2598,1560&size=140,500,1000,2000,2598","","Barcelona’s attacking full-back Torrejón moves slightly up the rankings but no doubt will be higher in the future. No full-back has scored more than Torrejón's seven goals this year and on top of that she has one of the best passing accuracies. After three goals to kick off the year, Torrejón is already off the mark this season and is continuing to play a pivotal role for both club and country. At 30, Torrejón is at the peak of her career and has a claim to be one of the best full-backs in the world.        ","RL","100","","JA","TD","header-image-day-1_alligator.png"
"80","","New entry","Sydney Lohmann","Midfielder","Bayern Munich","Frauen Bundesliga","20","Germany","German, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/f07aed53b240a0f44c7738275e4f9af620c9aeed/965_119_682_682","cropRatio=682,682&size=140,500,682","https://media.guim.co.uk/438efca441d87d1c530b76e583a5dfc539cb508c/33_12_1043_626","cropRatio=1043,626&size=140,500,1000,1043","","Lohmann is undoubtedly one of the top talents in the world right now. The 20-year-old midfielder has it all, with both attacking and defensive qualities. After not finding the net last season, Lohmann has six goals in eight starts for Bayern Munich this time around and two assists. On top of that, Lohmann scored her first senior Germany goal in September. Defensively, in the Champions League against Lyon, Lohmann completed five out of five tackles and made 12 ball recoveries. The fact she has signed a new deal to 2024 is excellent news for Bayern.        
","RL","100","","JA","TD","header-image-day-1_alligator.png"
"81","91","10","Hanna Glas","Defender","Bayern Munich","Frauen Bundesliga","27","Sweden","Swedish, Frauen Bundesliga, Defenders","","","https://media.guim.co.uk/6529293d88818a707610fbafb598f773889ee991/747_76_756_757","cropRatio=756,757&size=500,756","https://media.guim.co.uk/0f92d9bd942695572fcc48db1174bfcc3fd1a02f/0_129_4576_2746","cropRatio=4576,2746&size=140,500,1000,2000,4576","","Glas moves up 10 spots this year and has asserted her position as one of the top full-backs in the world. With 14 chances created, Glas was in the top five for full-backs worldwide this year and her performances earned her a nomination for Swedish defender of the year. After impressing for PSG, Glas switched to Bayern Munich in the summer and has taken to the Bundesliga with no issues. Glas has started eight league games this season up to the start of December and popped up with a goal against SGS Essen.        ","RL","100","","JA","TD","header-image-day-1_alligator.png"
"82","","New entry","Chloe Kelly","Forward","Manchester City","WSL","22","England","English, WSL, Forwards","","","https://media.guim.co.uk/11ff4da0eeb68a21909d31f6110f392fc9abe72c/474_297_1008_1008","cropRatio=1008,1008&size=140,500,1000,1008","https://media.guim.co.uk/5559f3a6e6790b1f184efe606e5eb8a03c7a1ba7/0_108_4300_2581","cropRatio=4300,2581&size=140,500,1000,2000,4300","","What a year it turned out to be for England’s Kelly, who comes into the top 100 for the first time after a breakout 2020. After starting the 2019-20 season in top form for Everton, the end of the WSL season came at what looked like the wrong time, off the back of a club hat-trick against Reading and featuring in all three of England’s SheBelieves Cup games. A move to Manchester City in the summer raised intrigue over how she would make the step up, but four goals in seven league games have quickly quelled any doubts. Kelly also found the net in the League Cup against her former club and won her first major trophy at Wembley in the FA Cup final against the same opposition.        
","RL","100","","JA","TD","header-image-day-1_alligator.png"
"83","50","-33","Sherida Spitse","Midfielder","Vålerenga","Toppserien","30","Netherlands","Dutch, Other leagues, Midfielders","","","https://media.guim.co.uk/9fa0120061413190aa2ca061cb9ed1c1384f481b/1415_88_771_771","cropRatio=771,771&size=140,500,771","https://media.guim.co.uk/d84523b19a8d1877c068d79884b9db4594d0ad0b/0_180_5568_3341","cropRatio=5568,3341&size=140,500,1000,2000,5568","","Spitse drops quite a bit coming off the back of a year where she led the assists charts at the World Cup, but her domestic performances have not gone unnoticed. She is in the top five in Europe for accurate passes and number of shots on target, stunning strikes such as her recent effort for Valerenga against Sandviken becoming a hallmark of her game. Spitse hasn’t missed a minute of Toppserien action this season but will return to the Netherlands in January after agreeing a deal to join the Eredivisie leaders Ajax.        ","RL","100","","JA","TD","header-image-day-1_alligator.png"
"84","","Re-entry","Kumi Yokoyama","Forward","Washington Spirit","NWSL","27","Japan","Other nationalities, NWSL, Forwards","","","https://media.guim.co.uk/1f4690b9b3f8b5796d590f203a6f9ca6089c54e4/950_15_834_834","cropRatio=834,834&size=140,500,834","https://media.guim.co.uk/6a964f1f286d9bceaad7f5d86cd95108ed2c444d/821_80_3671_2204","cropRatio=3671,2204&size=140,500,1000,2000,3671","","Yokoyama is good in possession and has clever movement, which has made her important to a young up-and-coming Washington Spirit side this year. The 27-year-old scored her first NWSL goal in a 1-0 win against Sky Blue and was one of team’s most impressive players during a disrupted NWSL season. With an unsurprisingly high pass success rate, Yokoyama has enjoyed another solid year which is why she returns to the top 100 for the first time since 2018.        ","RL","100","","JA","TD","header-image-day-1_alligator.png"
"85","","New entry","Anna Anvegård","Forward","FC Rosengård","Damallsvenskan","23","Sweden","Swedish, Other leagues, Forwards","","","https://media.guim.co.uk/8d51c8ef99361c5e546d090a18ccd04028f62d95/1230_155_694_695","cropRatio=694,695&size=500,694","https://media.guim.co.uk/f529da7614a7671459deae0c2fa3668331f1f3fb/239_145_4863_2919","cropRatio=4863,2919&size=140,500,1000,2000,4863","","It is no surprise to see Anvegård make the top 100 for the first time and will be no surprise to see her get higher and higher every year. The FC Rosengård forward was the top scorer in the Damallsvenskan this year with an impressive 16 goals and her movement and creativity meant she had more shots on target than anyone else in Europe in 2020. At just 23, she’s also fired home five goals in her five games for Sweden recently and it appears the sky is very much the limit for Sweden’s next big hopeful in attack.        ","RL","100","","JA","TD","header-image-day-1_alligator.png"
"86","","Re-entry","Jordan Nobbs","Midfielder","Arsenal","WSL","27","England","English, WSL, Midfielders","","","https://media.guim.co.uk/eece95a5df5068169f46963d4fa14d0937d5e948/1382_152_710_710","cropRatio=710,710&size=140,500,710","https://media.guim.co.uk/4d0414994105527025e2a435223acfd1fcba60c7/44_659_3776_2267","cropRatio=3776,2267&size=140,500,1000,2000,3776","","Nobbs missed out on the 100 last year after an injury hit spell, but returns after a string of impressive performances in a stop-start 2020. Already this season Nobbs is one of the top WSL players in terms of chances created, which is unsurprising given the quality everyone now knows she possesses. Nobbs scored four goals at the start of the year from midfield before the season was curtailed and showed she’s not lost any of her quality this season with a stunning first-time strike against Manchester City in the FA Cup semi-final. If she ticks, Arsenal are a better team for it as Nobbs continues to work her way back to her best form.        ","RL","100","","JA","TD","header-image-day-1_alligator.png"
"87","","Re-entry","Patri Guijarro","Midfielder","Barcelona","Liga Iberdrola","22","Spain","Other nationalities, Liga Iberdrola, Midfielders","","","https://media.guim.co.uk/83f54455ac1b37f19f497160aa44dc76b03b50ab/460_83_514_513","cropRatio=514,513&size=140,500,514","https://media.guim.co.uk/d8b291453b7ffe8d770982351858c581bc10f811/0_0_4535_2723","cropRatio=4535,2723&size=140,500,1000,2000,4535","","Guijarro returns to the top 100 this year, unsurprisingly. And there is probably much more still to come from this supremely talented young Barcelona midfielder. Guijarro already has two goals this season and she couldn’t have picked better opponents to have found the net against – Atlético Madrid, and an opening-day strike in the first Clásico against newcomers Real Madrid. She has also found the net three times in her past three games for Spain and is starting to add more goals to her already stunning passing game. One of the easiest players to watch on the ball, her passing game is already up there with the best.","","100","","JA","TD","header-image-day-1_alligator.png"
"88","","Re-entry","Lia Wälti","Midfielder","Arsenal","WSL","27","Switzerland","Other nationalities, WSL, Midfielders","","","https://media.guim.co.uk/684c9100577118a8ed220cff34b49c4c83abd0b0/1037_244_633_632","cropRatio=633,632&size=140,500,633","https://media.guim.co.uk/11d77252ac1059438a0d939f3ccda83faae09e90/1_177_3991_2396","cropRatio=3991,2396&size=140,500,1000,2000,3991","","Arsenal are simply a better team when the Switzerland international Wälti is in their line-up. Her consistent performances have revealed her as one of the best defensive midfielders in Europe and her importance to the Gunners is evident when she’s not involved. Already this season Wälti is second in the WSL for both attempted passes and passes completed, behind only her teammate Leah Williamson. Wälti is a player who makes the difficult look easy and her return from injury is a plus for Arsenal.","","100","","JA","TD","header-image-day-1_alligator.png"
"89","","New entry","Sara Gama","Defender","Juventus","Serie A","31","Italy","Other nationalities, Other leagues, Defenders","","","https://media.guim.co.uk/aee48840caa856b00567c5d866391ff9825d61cd/1832_104_1255_1255","cropRatio=1255,1255&size=140,500,1000,1255","https://media.guim.co.uk/80b9d2f081f8c40be04ecec2247e58fe54921af8/1_168_4793_2877","cropRatio=4793,2877&size=140,500,1000,2000,4793","","The leader of Juventus is a welcome addition to the top 100. The commanding centre-back has again led the team to success on the pitch this season while off the pitch her impact on Italian football is being felt more and more – Gama has become an icon and symbol for the women’s game in Italy. Her experience has been evident in the progress and evolution of not just a still relatively new Juventus side but an improving Italy national team in recent years too.","","100","","JA","TD","header-image-day-1_alligator.png"
"90","","New entry","Shea Groom","Midfielder","Houston Dash","NWSL","27","USA","American, NWSL, Midfielders","","","https://media.guim.co.uk/3e3d0591eb478f9b73656fd846d5f3e3a2297b42/1521_202_601_601","cropRatio=601,601&size=140,500,601","https://media.guim.co.uk/42c417a8b796a67177118327f5633b950633efd2/0_63_4971_2983","cropRatio=4971,2983&size=140,500,1000,2000,4971","","Groom is one of the feel-good stories of 2020. At 27, she is already experienced and a relative veteran of the NWSL, but in 2020 her quality on the pitch came to the fore for Houston Dash. Groom started all seven games as the Dash won the Challenge Cup, scoring three goals including the clincher in the final against Chicago Red Stars. Taking that confidence boost into the Fall Series, Groom once again found the net three times in four games and assisted two others, her ability to break into the box and score with both head and feet a key factor for the Dash. Groom’s form rightly earned her a call-up to the USA national team camp last month.","","100","","JA","TD","header-image-day-1_alligator.png"
"91","78","-13","Beth Mead","Forward","Arsenal","WSL","25","England","English, WSL, Forwards","","","https://media.guim.co.uk/be6c203b16235201c0b10ebc5c66ed16fc56ec7f/1044_0_3000_3000","cropRatio=3000,3000&size=140,500,1000,2000,3000","https://media.guim.co.uk/54223bc065a9000ec4afaf0d8b4062dec9fcc837/653_103_1994_1197","cropRatio=1994,1197&size=140,500,1000,1994","","Mead drops slightly this year but has still proven to be a consistent performer for Arsenal during a stop-start year. Mead began her year with a couple of goals and has already added to that tally this season, including a recent poacher’s finish in the draw against Chelsea. We didn’t get to see much of Mead the striker this year, but someone who is now known more for her assists has already registered five more this season as she flies up the all-time rankings. Mead also found the net when Arsenal returned to action in the Champions League against PSG and continues to be a regular starter with the trust of the manager, Joe Montemurro.","","100","","JA","TD","header-image-day-1_alligator.png"
